season,week,date,type,team,trade_partner,player_added,position_added,value_added,player_dropped,position_dropped,value_dropped,faab_bid,waiver_priority,value,trade_initiator,items_gained,items_lost,transaction_id,service_key
2023,5,2023-10-04 10:36:55,add/drop,Antdell & Ernie,,New York Jets,DEF,9.94,Kansas City Chiefs,DEF,-4.59,,,9.94,0,New York Jets (DEF/NYJ) [9.94],Kansas City Chiefs (DEF/KC) [-4.59],2253657,423.l.243817.tr.113
2023,5,2023-10-04 10:35:14,trade,Nolan & Vinny,Mike Long,,,,,,,,,0.34,0,Tyreek Hill (WR/MIA) [73.18] | DK Metcalf (WR/SEA) [5.74],Josh Allen (QB/BUF) [73.46] | Jaylen Waddle (WR/MIA) [5.12],2253774,423.l.243817.tr.112
2023,5,2023-10-04 10:35:14,trade,Mike Long,Nolan & Vinny,,,,,,,,,-0.34,1,Josh Allen (QB/BUF) [73.46] | Jaylen Waddle (WR/MIA) [5.12],Tyreek Hill (WR/MIA) [73.18] | DK Metcalf (WR/SEA) [5.74],2253926,423.l.243817.tr.112
2023,5,2023-10-04 07:48:47,add/drop,Mike Long,,Braxton Berrios,WR,-106.14,D.J. Chark,WR,-56.66,,,0,0,Braxton Berrios (WR/MIA) [-106.14],D.J. Chark (WR/LAC) [-56.66],2253927,423.l.243817.tr.108
2023,5,2023-10-04 07:48:47,add/drop,Mike Long,,Los Angeles Rams,DEF,-25.24,Cincinnati Bengals,DEF,-10.71,,,0,0,Los Angeles Rams (DEF/LAR) [-25.24],Cincinnati Bengals (DEF/CIN) [-10.71],2253928,423.l.243817.tr.107
2023,5,2023-10-04 07:48:46,add/drop,Antdell & Ernie,,Michael Wilson,WR,-83.96,Jerick McKinnon,RB,-57.31,11,,0,0,Michael Wilson (WR/ARI) [-83.96],Jerick McKinnon (RB/KC) [-57.31],2253658,423.l.243817.tr.100
2023,5,2023-10-04 07:48:46,add/drop,Chris & Dom,,Tyler Boyd,WR,-34.72,Dalvin Cook,RB,-85.04,5,,0,0,Tyler Boyd (WR/CIN) [-34.72],Dalvin Cook (RB/NYJ) [-85.04],2253693,423.l.243817.tr.102
2023,5,2023-10-04 07:48:46,add/drop,Chris & Dom,,Detroit Lions,DEF,-24.47,Tony Jones,RB,-96.74,5,,0,0,Detroit Lions (DEF/DET) [-24.47],Tony Jones (RB/NO) [-96.74],2253694,423.l.243817.tr.101
2023,5,2023-10-04 07:48:46,add/drop,Phil Baldino,,Greg Joseph,K,-6.12,Cameron Dicker,K,3.06,,,-3.06,0,Greg Joseph (K/MIN) [-6.12],Cameron Dicker (K/LAC) [3.06],2253704,423.l.243817.tr.106
2023,5,2023-10-04 07:48:46,add/drop,Nolan & Vinny,,Brett Maher,K,-60.41,Daniel Carlson,K,-6.12,2,,0,0,Brett Maher (K/LAR) [-60.41],Daniel Carlson (K/LV) [-6.12],2253775,423.l.243817.tr.103
2023,5,2023-10-04 07:48:46,add/drop,Nolan & Vinny,,Jaleel McLaughlin,RB,-42.75,Elijah Mitchell,RB,-83.51,31,,0,0,Jaleel McLaughlin (RB/DEN) [-42.75],Elijah Mitchell (RB/SF) [-83.51],2253776,423.l.243817.tr.99
2023,5,2023-10-04 07:48:46,add/drop,Ronnie,,Sam Howell,QB,8.01,Treylon Burks,WR,-104,,,8.01,0,Sam Howell (QB/WAS) [8.01],Treylon Burks (WR/TEN) [-104],2253856,423.l.243817.tr.105
2023,5,2023-10-04 07:48:46,add/drop,Ronnie,,Logan Thomas,TE,-8.26,Gerald Everett,TE,-18.43,,,0,0,Logan Thomas (TE/WAS) [-8.26],Gerald Everett (TE/LAC) [-18.43],2253857,423.l.243817.tr.104
2023,4,2023-10-01 16:52:45,add,Cambrias,,Ezekiel Elliott,RB,0,,,,,,0,0,Ezekiel Elliott (RB/NE) [0],,2253890,423.l.243817.tr.95
2023,4,2023-10-01 03:31:20,add,Antdell & Ernie,,Matt Gay,K,0.82,,,,,,0.82,0,Matt Gay (K/IND) [0.82],,2253659,423.l.243817.tr.94
2023,4,2023-10-01 03:30:48,add/drop,Antdell & Ernie,,Keaton Mitchell,RB,-60.28,Greg Joseph,K,-12.35,,,0,0,Keaton Mitchell (RB/BAL) [-60.28],Greg Joseph (K/MIN) [-12.35],2253660,423.l.243817.tr.93
2023,4,2023-10-01 02:42:11,add/drop,Frank & Julian,,Rashee Rice,WR,15.4,Kendrick Bourne,WR,-88.28,,,15.4,0,Rashee Rice (WR/KC) [15.4],Kendrick Bourne (WR/NE) [-88.28],2253957,423.l.243817.tr.92
2023,4,2023-10-01 01:03:34,add/drop,Ronnie,,Gerald Everett,TE,-20.84,Hunter Renfrow,WR,-103.6,,,0,0,Gerald Everett (TE/LAC) [-20.84],Hunter Renfrow (WR/FA) [-103.6],2253858,423.l.243817.tr.91
2023,4,2023-09-28 15:14:20,add/drop,Cambrias,,Romeo Doubs,WR,-28.66,Skyy Moore,WR,-113.81,,,0,0,Romeo Doubs (WR/GB) [-28.66],Skyy Moore (WR/KC) [-113.81],2253891,423.l.243817.tr.90
2023,4,2023-09-28 11:15:03,add/drop,Cambrias,,C.J. Stroud,QB,-0,Matthew Stafford,QB,1.22,,,-1.22,0,C.J. Stroud (QB/HOU) [-0],Matthew Stafford (QB/LAR) [1.22],2253892,423.l.243817.tr.89
2023,4,2023-09-27 09:27:56,add/drop,Nolan & Vinny,,Elijah Mitchell,RB,-97.75,Rashid Shaheed,WR,-51.47,,,0,0,Elijah Mitchell (RB/SF) [-97.75],Rashid Shaheed (WR/NO) [-51.47],2253777,423.l.243817.tr.88
2023,4,2023-09-27 09:22:15,add/drop,Mike Long,,Cincinnati Bengals,DEF,-17.29,New York Jets,DEF,6.59,,,-6.59,0,Cincinnati Bengals (DEF/CIN) [-17.29],New York Jets (DEF/NYJ) [6.59],2253929,423.l.243817.tr.87
2023,4,2023-09-27 07:56:28,add/drop,Pung & Tralie,,Joshua Palmer,WR,-75.68,Zach Ertz,TE,-69.67,16,,0,0,Joshua Palmer (WR/LAC) [-75.68],Zach Ertz (TE/ARI) [-69.67],2253797,423.l.243817.tr.82
2023,4,2023-09-27 07:56:28,add/drop,Cambrias,,Quentin Johnston,WR,-70.16,New England Patriots,DEF,-18.12,,,0,0,Quentin Johnston (WR/LAC) [-70.16],New England Patriots (DEF/NE) [-18.12],2253893,423.l.243817.tr.83
2023,4,2023-09-27 07:56:28,add,Mike Long,,Brock Purdy,QB,34.62,,,,,,34.62,0,Brock Purdy (QB/SF) [34.62],,2253930,423.l.243817.tr.85
2023,4,2023-09-27 07:56:28,add/drop,Mike Long,,D.J. Chark,WR,-63.82,Derek Carr,QB,-14.16,,,0,0,D.J. Chark (WR/LAC) [-63.82],Derek Carr (QB/NO) [-14.16],2253931,423.l.243817.tr.84
2023,4,2023-09-26 13:43:16,drop,Antdell & Ernie,,,,,Antonio Gibson,RB,-28.74,,,0,0,,Antonio Gibson (RB/WAS) [-28.74],2253661,423.l.243817.tr.81
2023,3,2023-09-24 22:05:27,add/drop,Chris & Dom,,Baker Mayfield,QB,15.6,Deon Jackson,RB,-134.65,,,15.6,0,Baker Mayfield (QB/TB) [15.6],Deon Jackson (RB/IND) [-134.65],2253695,423.l.243817.tr.80
2023,3,2023-09-24 16:18:56,drop,Antdell & Ernie,,,,,Nick Chubb,RB,,,,0,0,,Nick Chubb (RB/CLE),2253662,423.l.243817.tr.79
2023,3,2023-09-24 06:24:39,add/drop,Antdell & Ernie,,Jerick McKinnon,RB,-66.74,Justin Watson,WR,-89.91,,,0,0,Jerick McKinnon (RB/KC) [-66.74],Justin Watson (WR/KC) [-89.91],2253663,423.l.243817.tr.78
2023,3,2023-09-23 22:38:55,add,Chris & Dom,,Tony Jones,RB,-120.44,,,,,,0,0,Tony Jones (RB/NO) [-120.44],,2253696,423.l.243817.tr.77
2023,3,2023-09-22 18:27:13,add,Antdell & Ernie,,Justin Watson,WR,-89.91,,,,,,0,0,Justin Watson (WR/KC) [-89.91],,2253664,423.l.243817.tr.76
2023,3,2023-09-22 02:03:55,add/drop,Ronnie,,Rashod Bateman,WR,-98.82,Allen Lazard,WR,-112.94,,,0,0,Rashod Bateman (WR/BAL) [-98.82],Allen Lazard (WR/NYJ) [-112.94],2253859,423.l.243817.tr.75
2023,3,2023-09-21 12:12:12,add/drop,Pung & Tralie,,Chuba Hubbard,RB,-0.35,Quentin Johnston,WR,-81.26,,,0,0,Chuba Hubbard (RB/CAR) [-0.35],Quentin Johnston (WR/LAC) [-81.26],2253798,423.l.243817.tr.73
2023,3,2023-09-21 12:05:09,add,Antdell & Ernie,,Antonio Gibson,RB,-36.35,,,,,,0,0,Antonio Gibson (RB/WAS) [-36.35],,2253665,423.l.243817.tr.71
2023,3,2023-09-21 06:22:59,add/drop,Rob & GregBo,,Brandon Aubrey,K,22.06,Graham Gano,K,-66.18,,,22.06,0,Brandon Aubrey (K/DAL) [22.06],Graham Gano (K/NYG) [-66.18],2253822,423.l.243817.tr.70
2023,3,2023-09-21 06:21:04,add/drop,Rob & GregBo,,Kendre Miller,RB,-109.76,Rashaad Penny,RB,-134.12,,,0,0,Kendre Miller (RB/NO) [-109.76],Rashaad Penny (RB/CAR) [-134.12],2253823,423.l.243817.tr.69
2023,3,2023-09-21 06:05:49,add/drop,Rob & GregBo,,Jayden Reed,WR,-1.32,Juwan Johnson,TE,-34.41,,,0,0,Jayden Reed (WR/GB) [-1.32],Juwan Johnson (TE/NO) [-34.41],2253824,423.l.243817.tr.68
2023,3,2023-09-20 14:31:01,add/drop,Nolan & Vinny,,Robert Woods,WR,-99.71,Chigoziem Okonkwo,TE,-17.29,,,0,0,Robert Woods (WR/HOU) [-99.71],Chigoziem Okonkwo (TE/TEN) [-17.29],2253778,423.l.243817.tr.67
2023,3,2023-09-20 10:29:40,add/drop,Cambrias,,New England Patriots,DEF,-17.65,Jerick McKinnon,RB,-66.74,,,0,0,New England Patriots (DEF/NE) [-17.65],Jerick McKinnon (RB/KC) [-66.74],2253894,423.l.243817.tr.66
2023,3,2023-09-20 08:03:20,add/drop,Chris & Dom,,Matt Breida,RB,-95.29,Romeo Doubs,WR,-23.29,,,0,0,Matt Breida (RB/NYG) [-95.29],Romeo Doubs (WR/GB) [-23.29],2253697,423.l.243817.tr.65
2023,3,2023-09-20 08:01:19,add/drop,Richie,,Jerome Ford,RB,24.26,Antonio Gibson,RB,-36.35,89,,24.26,0,Jerome Ford (RB/CLE) [24.26],Antonio Gibson (RB/WAS) [-36.35],2253606,423.l.243817.tr.50
2023,3,2023-09-20 08:01:19,add/drop,Antdell & Ernie,,Kansas City Chiefs,DEF,-7.94,Denver Broncos,DEF,-1.76,,,0,0,Kansas City Chiefs (DEF/KC) [-7.94],Denver Broncos (DEF/DEN) [-1.76],2253666,423.l.243817.tr.59
2023,3,2023-09-20 08:01:19,add/drop,Chris & Dom,,Kareem Hunt,RB,-31.59,Darnell Mooney,WR,-100.24,30,,0,0,Kareem Hunt (RB/FA) [-31.59],Darnell Mooney (WR/CHI) [-100.24],2253698,423.l.243817.tr.51
2023,3,2023-09-20 08:01:19,add/drop,John Juliano,,Adam Thielen,WR,23.82,Rashee Rice,WR,17.38,,,6.44,0,Adam Thielen (WR/CAR) [23.82],Rashee Rice (WR/KC) [17.38],2253732,423.l.243817.tr.58
2023,3,2023-09-20 08:01:19,add/drop,John Juliano,,Jake Ferguson,TE,27.44,Hayden Hurst,TE,-86.12,,,27.44,0,Jake Ferguson (TE/DAL) [27.44],Hayden Hurst (TE/CAR) [-86.12],2253733,423.l.243817.tr.57
2023,3,2023-09-20 08:01:19,add/drop,Pung & Tralie,,Zach Ertz,TE,-77.56,Ezekiel Elliott,RB,0,4,,0,0,Zach Ertz (TE/ARI) [-77.56],Ezekiel Elliott (RB/NE) [0],2253799,423.l.243817.tr.54
2023,3,2023-09-20 08:01:19,add/drop,Pung & Tralie,,Tank Dell,WR,-34.24,New York Giants,DEF,1.76,11,,-1.76,0,Tank Dell (WR/HOU) [-34.24],New York Giants (DEF/NYG) [1.76],2253800,423.l.243817.tr.52
2023,3,2023-09-20 08:01:19,add,Cambrias,,Jameson Williams,WR,-85.5,,,,,,0,0,Jameson Williams (WR/DET) [-85.5],,2253895,423.l.243817.tr.56
2023,3,2023-09-20 08:01:19,add,Cambrias,,Matthew Stafford,QB,-1.01,,,,,,0,0,Matthew Stafford (QB/LAR) [-1.01],,2253896,423.l.243817.tr.55
2023,3,2023-09-20 08:01:19,add/drop,Frank & Julian,,Sam LaPorta,TE,75.26,Luke Musgrave,TE,-52.32,6,,75.26,0,Sam LaPorta (TE/DET) [75.26],Luke Musgrave (TE/GB) [-52.32],2253958,423.l.243817.tr.53
2023,2,2023-09-18 11:19:09,drop,Cambrias,,,,,Washington Commanders,DEF,-59.29,,,0,0,,Washington Commanders (DEF/WAS) [-59.29],2253897,423.l.243817.tr.49
2023,2,2023-09-18 11:18:29,drop,Cambrias,,,,,Aaron Rodgers,QB,,,,0,0,,Aaron Rodgers (QB/NYJ),2253898,423.l.243817.tr.48
2023,2,2023-09-17 12:46:59,drop,Antdell & Ernie,,,,,Elijah Mitchell,RB,-126.87,,,0,0,,Elijah Mitchell (RB/SF) [-126.87],2253667,423.l.243817.tr.46
2023,2,2023-09-17 01:03:08,add/drop,Frank & Julian,,Kendrick Bourne,WR,-110.02,Damien Harris,RB,-142.59,,,0,0,Kendrick Bourne (WR/NE) [-110.02],Damien Harris (RB/BUF) [-142.59],2253959,423.l.243817.tr.45
2023,2,2023-09-17 00:56:32,add/drop,Frank & Julian,,Luke Musgrave,TE,-59.48,Isaiah Likely,TE,-37.36,,,0,0,Luke Musgrave (TE/GB) [-59.48],Isaiah Likely (TE/BAL) [-37.36],2253960,423.l.243817.tr.44
2023,2,2023-09-17 00:51:13,add/drop,Frank & Julian,,Tutu Atwell,WR,-96.28,Odell Beckham,WR,-85.36,,,0,0,Tutu Atwell (WR/LAR) [-96.28],Odell Beckham (WR/BAL) [-85.36],2253961,423.l.243817.tr.43
2023,2,2023-09-15 15:56:11,add/drop,John Juliano,,Tyjae Spears,RB,-35.95,Tyler Higbee,TE,-26.07,,,0,0,Tyjae Spears (RB/TEN) [-35.95],Tyler Higbee (TE/LAR) [-26.07],2253734,423.l.243817.tr.42
2023,2,2023-09-14 11:20:19,add/drop,Chris & Dom,,Zack Moss,RB,0,Adam Thielen,WR,30.21,,,-30.21,0,Zack Moss (RB/CIN) [0],Adam Thielen (WR/CAR) [30.21],2253699,423.l.243817.tr.41
2023,2,2023-09-14 02:33:25,add/drop,Nolan & Vinny,,Rashid Shaheed,WR,-67.2,Tyler Boyd,WR,-49.04,,,0,0,Rashid Shaheed (WR/NO) [-67.2],Tyler Boyd (WR/CIN) [-49.04],2253779,423.l.243817.tr.40
2023,2,2023-09-13 21:56:53,add/drop,John Juliano,,Jake Moody,K,-10.35,Jason Myers,K,16,,,-16,0,Jake Moody (K/SF) [-10.35],Jason Myers (K/SEA) [16],2253735,423.l.243817.tr.39
2023,2,2023-09-13 19:26:02,add/drop,Richie,,Justice Hill,RB,-71.34,Taysom Hill,QB,-97.62,,,0,0,Justice Hill (RB/BAL) [-71.34],Taysom Hill (QB/NO) [-97.62],2253607,423.l.243817.tr.38
2023,2,2023-09-13 10:01:36,add/drop,Richie,,Hunter Henry,TE,-23.53,Gerald Everett,TE,-21.55,,,0,0,Hunter Henry (TE/NE) [-23.53],Gerald Everett (TE/LAC) [-21.55],2253608,423.l.243817.tr.37
2023,2,2023-09-13 08:00:49,add,Antdell & Ernie,,Roschon Johnson,RB,-79.06,,,,16,,0,0,Roschon Johnson (RB/CHI) [-79.06],,2253668,423.l.243817.tr.25
2023,2,2023-09-13 08:00:49,add/drop,Phil Baldino,,Cleveland Browns,DEF,22.59,New England Patriots,DEF,-16,2,,22.59,0,Cleveland Browns (DEF/CLE) [22.59],New England Patriots (DEF/NE) [-16],2253705,423.l.243817.tr.29
2023,2,2023-09-13 08:00:49,add/drop,Phil Baldino,,Puka Nacua,WR,65.88,Zay Jones,WR,-133.27,16,,65.88,0,Puka Nacua (WR/LAR) [65.88],Zay Jones (WR/JAX) [-133.27],2253706,423.l.243817.tr.24
2023,2,2023-09-13 08:00:49,add/drop,John Juliano,,Jordan Love,QB,40.08,Jalin Hyatt,WR,-125.84,5,,40.08,0,Jordan Love (QB/GB) [40.08],Jalin Hyatt (WR/NYG) [-125.84],2253736,423.l.243817.tr.28
2023,2,2023-09-13 08:00:49,add/drop,John Juliano,,Hayden Hurst,TE,-95.06,Sam LaPorta,TE,83.01,6,,-83.01,0,Hayden Hurst (TE/CAR) [-95.06],Sam LaPorta (TE/DET) [83.01],2253737,423.l.243817.tr.27
2023,2,2023-09-13 08:00:49,add/drop,Nolan & Vinny,,Joshua Kelley,RB,-113.04,Kadarius Toney,WR,-132.24,11,,0,0,Joshua Kelley (RB/LAC) [-113.04],Kadarius Toney (WR/KC) [-132.24],2253780,423.l.243817.tr.26
2023,2,2023-09-13 08:00:49,add/drop,Pung & Tralie,,Josh Reynolds,WR,-80.09,Van Jefferson,WR,-151.44,,,0,0,Josh Reynolds (WR/DET) [-80.09],Van Jefferson (WR/LAR) [-151.44],2253801,423.l.243817.tr.31
2023,2,2023-09-13 08:00:49,add/drop,Mike Long,,Kyren Williams,RB,66.82,Deuce Vaughn,RB,-143.44,,,66.82,0,Kyren Williams (RB/LAR) [66.82],Deuce Vaughn (RB/DAL) [-143.44],2253932,423.l.243817.tr.30
2023,2,2023-09-12 12:48:04,drop,Antdell & Ernie,,,,,Greg Dulcich,TE,-119.53,,,0,0,,Greg Dulcich (TE/DEN) [-119.53],2253669,423.l.243817.tr.23
2023,2,2023-09-12 10:56:26,drop,Mike Long,,,,,J.K. Dobbins,RB,,,,0,0,,J.K. Dobbins (RB/BAL),2253933,423.l.243817.tr.22
2023,1,2023-09-11 00:06:12,add/drop,Pung & Tralie,,New York Giants,DEF,-10,Zack Moss,RB,-6.9,,,0,0,New York Giants (DEF/NYG) [-10],Zack Moss (RB/CIN) [-6.9],2253802,423.l.243817.tr.21
2023,1,2023-09-10 16:52:12,add/drop,Antdell & Ernie,,Greg Dulcich,TE,-129.4,Hayden Hurst,TE,-92.5,,,0,0,Greg Dulcich (TE/DEN) [-129.4],Hayden Hurst (TE/CAR) [-92.5],2253670,423.l.243817.tr.20
2023,1,2023-09-10 16:22:30,add,Antdell & Ernie,,Hayden Hurst,TE,-92.5,,,,,,0,0,Hayden Hurst (TE/CAR) [-92.5],,2253671,423.l.243817.tr.19
2023,1,2023-09-10 11:43:23,add/drop,Richie,,Taysom Hill,QB,-118.5,Kendre Miller,RB,-145.1,,,0,0,Taysom Hill (QB/NO) [-118.5],Kendre Miller (RB/NO) [-145.1],2253609,423.l.243817.tr.18
2023,1,2023-09-10 02:25:04,add,Frank & Julian,,Isaiah Likely,TE,-44.9,,,,,,0,0,Isaiah Likely (TE/BAL) [-44.9],,2253962,423.l.243817.tr.17
2023,1,2023-09-09 12:44:09,add/drop,Nolan & Vinny,,Chigoziem Okonkwo,TE,-27.1,Devin Singletary,RB,-19.66,,,0,0,Chigoziem Okonkwo (TE/TEN) [-27.1],Devin Singletary (RB/HOU) [-19.66],2253781,423.l.243817.tr.16
2023,1,2023-09-08 14:28:15,add/drop,Pung & Tralie,,Van Jefferson,WR,-168.4,Noah Gray,TE,-64.3,,,0,0,Van Jefferson (WR/LAR) [-168.4],Noah Gray (TE/KC) [-64.3],2253803,423.l.243817.tr.15
2023,1,2023-09-08 02:39:21,add/drop,Antdell & Ernie,,Denver Broncos,DEF,-9,Jameson Williams,WR,-126.1,,,0,0,Denver Broncos (DEF/DEN) [-9],Jameson Williams (WR/DET) [-126.1],2253672,423.l.243817.tr.14
2023,1,2023-09-06 12:23:29,add,Pung & Tralie,,Noah Gray,TE,-64.3,,,,,,0,0,Noah Gray (TE/KC) [-64.3],,2253804,423.l.243817.tr.13
2023,1,2023-09-06 04:25:50,add,Richie,,Saquon Barkley,RB,26,,,,,,26,0,Saquon Barkley (RB/NYG) [26],,2253610,423.l.243817.tr.12
2023,1,2023-09-06 04:25:31,add,John Juliano,,Stefon Diggs,WR,51.7,,,,,,51.7,0,Stefon Diggs (WR/BUF) [51.7],,2253738,423.l.243817.tr.11
2023,1,2023-09-06 04:25:18,drop,John Juliano,,,,,Saquon Barkley,RB,26,,,-26,0,,Saquon Barkley (RB/NYG) [26],2253739,423.l.243817.tr.10
2023,1,2023-09-06 04:24:34,add,Frank & Julian,,Davante Adams,WR,43.4,,,,,,43.4,0,Davante Adams (WR/LV) [43.4],,2253963,423.l.243817.tr.9
2023,1,2023-09-06 04:24:20,drop,Frank & Julian,,,,,Stefon Diggs,WR,51.7,,,-51.7,0,,Stefon Diggs (WR/BUF) [51.7],2253964,423.l.243817.tr.8
2023,1,2023-09-06 04:23:16,add,Phil Baldino,,CeeDee Lamb,WR,163.3,,,,,,163.3,0,CeeDee Lamb (WR/DAL) [163.3],,2253707,423.l.243817.tr.7
2023,1,2023-09-06 04:23:01,drop,Phil Baldino,,,,,Davante Adams,WR,43.4,,,-43.4,0,,Davante Adams (WR/LV) [43.4],2253708,423.l.243817.tr.6
2023,1,2023-09-06 04:21:16,drop,Richie,,,,,CeeDee Lamb,WR,163.3,,,-163.3,0,,CeeDee Lamb (WR/DAL) [163.3],2253611,423.l.243817.tr.5
2022,17,2022-12-28 08:36:30,add/drop,Richie,,Cam Akers,RB,0.26,Elijah Moore,WR,-0.47,1,,0.26,0,Cam Akers (RB/LAR) [0.26],Elijah Moore (WR/NYJ) [-0.47],2253966,414.l.367036.tr.424
2022,17,2022-12-28 08:36:30,add/drop,Richie,,New York Giants,DEF,0.35,Chris Moore,WR,-0.39,1,,0.35,0,New York Giants (DEF/NYG) [0.35],Chris Moore (WR/HOU) [-0.39],2253967,414.l.367036.tr.423
2022,17,2022-12-28 08:36:30,add/drop,Richie,,Jared Goff,QB,0.36,Deon Jackson,RB,-0.52,1,,0.36,0,Jared Goff (QB/DET) [0.36],Deon Jackson (RB/NYJ) [-0.52],2253968,414.l.367036.tr.422
2022,17,2022-12-28 08:36:30,add/drop,Cambrias,,Dallas Cowboys,DEF,0.12,Denver Broncos,DEF,-0.12,,,0.12,0,Dallas Cowboys (DEF/DAL) [0.12],Denver Broncos (DEF/DEN) [-0.12],2254238,414.l.367036.tr.425
2022,16,2022-12-25 04:48:07,add/drop,Cambrias,,Courtland Sutton,WR,-0.49,Jordan Mason,RB,-1.73,,,0,0,Courtland Sutton (WR/DEN) [-0.49],Jordan Mason (RB/SF) [-1.73],2254239,414.l.367036.tr.421
2022,16,2022-12-23 14:48:53,add/drop,Nolan & Vinny,,Chase McLaughlin,K,-1.06,Nick Folk,K,-1.29,,,0,0,Chase McLaughlin (K/TB) [-1.06],Nick Folk (K/NE) [-1.29],2254140,414.l.367036.tr.420
2022,16,2022-12-21 09:04:29,add/drop,Nolan & Vinny,,Detroit Lions,DEF,-0.71,Dallas Cowboys,DEF,0,,,0,0,Detroit Lions (DEF/DET) [-0.71],Dallas Cowboys (DEF/DAL) [0],2254141,414.l.367036.tr.419
2022,16,2022-12-21 08:40:44,add/drop,Richie,,Jacksonville Jaguars,DEF,1.65,Carolina Panthers,DEF,-0.82,,,1.65,0,Jacksonville Jaguars (DEF/JAX) [1.65],Carolina Panthers (DEF/CAR) [-0.82],2253969,414.l.367036.tr.415
2022,16,2022-12-21 08:40:44,add/drop,Richie,,Graham Gano,K,0.59,Younghoe Koo,K,0,,,0.59,0,Graham Gano (K/NYG) [0.59],Younghoe Koo (K/ATL) [0],2253970,414.l.367036.tr.414
2022,16,2022-12-21 08:40:44,add/drop,Richie,,Deon Jackson,RB,-2.01,Jeff Driskel,QB,-3.01,1,,0,0,Deon Jackson (RB/NYJ) [-2.01],Jeff Driskel (QB/HOU) [-3.01],2253971,414.l.367036.tr.413
2022,16,2022-12-21 08:40:44,add/drop,Nolan & Vinny,,Zack Moss,RB,-0.78,Jason Myers,K,-0.24,,,0,0,Zack Moss (RB/BUF) [-0.78],Jason Myers (K/SEA) [-0.24],2254142,414.l.367036.tr.417
2022,16,2022-12-21 08:40:44,add/drop,Nolan & Vinny,,Evan Engram,TE,0.13,Greg Dulcich,TE,-0.85,,,0.13,0,Evan Engram (TE/JAX) [0.13],Greg Dulcich (TE/DEN) [-0.85],2254143,414.l.367036.tr.416
2022,16,2022-12-21 08:40:44,add,Mike Long,,Marquise Goodwin,WR,-2.82,,,,20,,0,0,Marquise Goodwin (WR/SEA) [-2.82],,2254287,414.l.367036.tr.412
2022,16,2022-12-20 23:07:24,drop,Mike Long,,,,,Devin Duvernay,WR,,,,0,0,,Devin Duvernay (WR/BAL),2254288,414.l.367036.tr.411
2022,15,2022-12-17 17:12:29,add/drop,Richie,,Chris Moore,WR,-3.92,Evan Engram,TE,1.24,,,-1.24,0,Chris Moore (WR/HOU) [-3.92],Evan Engram (TE/JAX) [1.24],2253972,414.l.367036.tr.410
2022,15,2022-12-17 17:11:32,add/drop,Richie,,Younghoe Koo,K,-0.53,Jason Sanders,K,0,,,0,0,Younghoe Koo (K/ATL) [-0.53],Jason Sanders (K/MIA) [0],2253973,414.l.367036.tr.409
2022,15,2022-12-17 14:57:30,add/drop,Mike Long,,Tom Brady,QB,3.41,Courtland Sutton,WR,-3.56,,,3.41,0,Tom Brady (QB/TB) [3.41],Courtland Sutton (WR/DEN) [-3.56],2254289,414.l.367036.tr.408
2022,15,2022-12-16 15:15:47,add/drop,Richie,,Jeff Driskel,QB,-7.22,Jared Goff,QB,2.8,,,-2.8,0,Jeff Driskel (QB/HOU) [-7.22],Jared Goff (QB/DET) [2.8],2253974,414.l.367036.tr.407
2022,15,2022-12-14 18:10:04,add,Antdell & Ernie,,Cleveland Browns,DEF,1.24,,,,,,1.24,0,Cleveland Browns (DEF/CLE) [1.24],,2254009,414.l.367036.tr.406
2022,15,2022-12-14 18:03:45,add/drop,Antdell & Ernie,,Khalil Herbert,RB,-4.99,Pittsburgh Steelers,DEF,0,,,0,0,Khalil Herbert (RB/CHI) [-4.99],Pittsburgh Steelers (DEF/PIT) [0],2254010,414.l.367036.tr.405
2022,15,2022-12-14 09:53:07,add/drop,Richie,,Elijah Moore,WR,-4.11,Cam Akers,RB,4.99,,,-4.99,0,Elijah Moore (WR/NYJ) [-4.11],Cam Akers (RB/LAR) [4.99],2253975,414.l.367036.tr.398
2022,15,2022-12-14 09:53:07,add/drop,Richie,,Carolina Panthers,DEF,-2.47,Las Vegas Raiders,DEF,-1.76,,,0,0,Carolina Panthers (DEF/CAR) [-2.47],Las Vegas Raiders (DEF/LV) [-1.76],2253976,414.l.367036.tr.397
2022,15,2022-12-14 09:53:07,add/drop,Antdell & Ernie,,Cameron Dicker,K,-0.35,Graham Gano,K,1.76,,,-1.76,0,Cameron Dicker (K/LAC) [-0.35],Graham Gano (K/NYG) [1.76],2254011,414.l.367036.tr.401
2022,15,2022-12-14 09:53:07,add/drop,Antdell & Ernie,,Gus Edwards,RB,-3.19,Brandin Cooks,WR,-3.3,,,0,0,Gus Edwards (RB/LAC) [-3.19],Brandin Cooks (WR/HOU) [-3.3],2254012,414.l.367036.tr.400
2022,15,2022-12-14 09:53:07,add/drop,Antdell & Ernie,,Chuba Hubbard,RB,-0.35,Tom Brady,QB,3.41,,,-3.41,0,Chuba Hubbard (RB/CAR) [-0.35],Tom Brady (QB/TB) [3.41],2254013,414.l.367036.tr.399
2022,15,2022-12-14 09:53:07,add/drop,Cambrias,,Los Angeles Chargers,DEF,1.94,Minnesota Vikings,DEF,-2.12,,,1.94,0,Los Angeles Chargers (DEF/LAC) [1.94],Minnesota Vikings (DEF/MIN) [-2.12],2254240,414.l.367036.tr.403
