member_id,member_name,opponent_id,opponent_name,wins,losses,ties,total,record,win_perc,points_for,points_against,avg_for,avg_against,point_diff,avg_margin,streak,last_meeting,playoff_record,playoff_total,playoff_wins,playoff_losses,playoff_ties,playoff_avg_for,playoff_avg_against,playoff_point_diff,playoff_avg_margin,has_history
54850,LFTLR,108581,Richie,5,4,0,9,5-4,0.556,1090.26,1056.28,121.14,117.36,33.98,3.78,"{""result"":""win"",""count"":3,""label"":""W3""}","{""season"":""2020"",""season_id"":16817,""week"":""4"",""points"":170.7,""opponent_points"":95.4,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54850,LFTLR,108584,Nolan & Vinny,2,10,0,12,2-10,0.167,1096.42,1433.48,91.37,119.46,-337.06,-28.09,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2020"",""season_id"":16817,""week"":""9"",""points"":72.24,""opponent_points"":89.7,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54850,LFTLR,108587,Pung & Tralie,5,8,0,13,5-8,0.385,1584,1742.7,121.85,134.05,-158.7,-12.21,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2020"",""season_id"":16817,""week"":""10"",""points"":80.22,""opponent_points"":119.28,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,121.44,150.48,-29.04,-29.04,true
54850,LFTLR,108588,Frank & Julian,5,6,0,11,5-6,0.455,1276.4,1364.22,116.04,124.02,-87.82,-7.98,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2020"",""season_id"":16817,""week"":""8"",""points"":86.16,""opponent_points"":99.76,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54850,LFTLR,108589,Phil Baldino,1,3,0,4,1-3,0.25,486.9,472.66,121.73,118.17,14.24,3.56,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2020"",""season_id"":16817,""week"":""7"",""points"":93.66,""opponent_points"":135.5,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54850,LFTLR,108590,Rob & GregBo,8,2,0,10,8-2,0.8,1275.84,1081.82,127.58,108.18,194.02,19.4,"{""result"":""win"",""count"":6,""label"":""W6""}","{""season"":""2020"",""season_id"":16817,""week"":""11"",""points"":123.56,""opponent_points"":82.28,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,147.22,73.6,73.62,73.62,true
54850,LFTLR,108592,Chris & Dom,2,9,0,11,2-9,0.182,1245.16,1439.14,113.2,130.83,-193.98,-17.63,"{""result"":""loss"",""count"":6,""label"":""L6""}","{""season"":""2020"",""season_id"":16817,""week"":""16"",""points"":92.16,""opponent_points"":123.14,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,126.48,102.82,47.32,23.66,true
54855,GaTTa,54762,Antdell & Ernie,4,3,0,7,4-3,0.571,782.48,783.92,111.78,111.99,-1.44,-0.21,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2016"",""season_id"":16821,""week"":""13"",""points"":104.06,""opponent_points"":126.58,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54855,GaTTa,54773,Ronnie,4,3,0,7,4-3,0.571,854.9,877.06,122.13,125.29,-22.16,-3.17,"{""result"":""win"",""count"":3,""label"":""W3""}","{""season"":""2016"",""season_id"":16821,""week"":""3"",""points"":130.5,""opponent_points"":116.68,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,133.72,153.26,-19.54,-19.54,true
54855,GaTTa,54774,Cambrias,4,1,0,5,4-1,0.8,644.76,644.24,128.95,128.85,0.52,0.1,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2016"",""season_id"":16821,""week"":""7"",""points"":82.14,""opponent_points"":129.64,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,158.14,153.06,5.08,5.08,true
54855,GaTTa,54846,Team JoeBa,3,2,0,5,3-2,0.6,644.46,605.34,128.89,121.07,39.12,7.82,"{""result"":""loss"",""count"":2,""label"":""L2""}","{""season"":""2016"",""season_id"":16821,""week"":""11"",""points"":107.54,""opponent_points"":121.8,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54855,GaTTa,54850,LFTLR,3,3,0,6,3-3,0.5,756.74,684.8,126.12,114.13,71.94,11.99,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2016"",""season_id"":16821,""week"":""6"",""points"":111.16,""opponent_points"":125.34,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54855,GaTTa,108581,Richie,3,3,0,6,3-3,0.5,735.4,727.72,122.57,121.29,7.68,1.28,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2016"",""season_id"":16821,""week"":""16"",""points"":134.98,""opponent_points"":112.4,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54855,GaTTa,108584,Nolan & Vinny,3,2,0,5,3-2,0.6,583.46,510.68,116.69,102.14,72.78,14.56,"{""result"":""loss"",""count"":2,""label"":""L2""}","{""season"":""2016"",""season_id"":16821,""week"":""15"",""points"":88.98,""opponent_points"":101.54,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,163.56,67.72,95.84,95.84,true
54855,GaTTa,108587,Pung & Tralie,4,2,0,6,4-2,0.667,702.16,637.36,117.03,106.23,64.8,10.8,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2016"",""season_id"":16821,""week"":""9"",""points"":139.08,""opponent_points"":77.96,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,143.76,100.5,43.26,43.26,true
54855,GaTTa,108588,Frank & Julian,3,1,0,4,3-1,0.75,440.56,446.44,110.14,111.61,-5.88,-1.47,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2016"",""season_id"":16821,""week"":""5"",""points"":113.16,""opponent_points"":111.18,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54855,GaTTa,108590,Rob & GregBo,1,3,0,4,1-3,0.25,440.9,519.5,110.23,129.88,-78.6,-19.65,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2016"",""season_id"":16821,""week"":""14"",""points"":131.84,""opponent_points"":90.78,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
54855,GaTTa,108592,Chris & Dom,2,6,0,8,2-6,0.25,1012.94,1172.3,126.62,146.54,-159.36,-19.92,"{""result"":""loss"",""count"":5,""label"":""L5""}","{""season"":""2016"",""season_id"":16821,""week"":""12"",""points"":118.82,""opponent_points"":174.96,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,124.5,89.98,34.52,34.52,true
108581,Richie,54762,Antdell & Ernie,10,12,0,22,10-12,0.455,2682.68,2804.8,121.94,127.49,-122.12,-5.55,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""9"",""points"":112.24,""opponent_points"":90,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,156.44,133.24,23.2,23.2,true
108581,Richie,54773,Ronnie,16,7,0,23,16-7,0.696,2909.32,2648.7,126.49,115.16,260.62,11.33,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""15"",""points"":130.32,""opponent_points"":91.74,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,128.87,134.82,-11.9,-5.95,true
108581,Richie,54774,Cambrias,9,12,0,21,9-12,0.429,2637.02,2766.48,125.57,131.74,-129.46,-6.16,"{""result"":""loss"",""count"":2,""label"":""L2""}","{""season"":""2025"",""season_id"":29821,""week"":""7"",""points"":100.54,""opponent_points"":151.96,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",2-3,5,2,3,0,134.44,146.56,-60.64,-12.13,true
108581,Richie,54776,Mike Long,4,1,0,5,4-1,0.8,648.72,576.42,129.74,115.28,72.3,14.46,"{""result"":""win"",""count"":4,""label"":""W4""}","{""season"":""2025"",""season_id"":29821,""week"":""14"",""points"":136.54,""opponent_points"":124.88,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108581,Richie,54846,Team JoeBa,10,3,0,13,10-3,0.769,1726.92,1569.36,132.84,120.72,157.56,12.12,"{""result"":""win"",""count"":7,""label"":""W7""}","{""season"":""2021"",""season_id"":16816,""week"":""16"",""points"":139.64,""opponent_points"":127.5,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,119.4,159.7,-40.3,-40.3,true
108581,Richie,54850,LFTLR,4,5,0,9,4-5,0.444,1056.28,1090.26,117.36,121.14,-33.98,-3.78,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2020"",""season_id"":16817,""week"":""4"",""points"":95.4,""opponent_points"":170.7,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108581,Richie,54855,GaTTa,3,3,0,6,3-3,0.5,727.72,735.4,121.29,122.57,-7.68,-1.28,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2016"",""season_id"":16821,""week"":""16"",""points"":112.4,""opponent_points"":134.98,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108581,Richie,108582,John Juliano,1,5,0,6,1-5,0.167,673.26,897.98,112.21,149.66,-224.72,-37.45,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2025"",""season_id"":29821,""week"":""11"",""points"":93.1,""opponent_points"":142.58,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108581,Richie,108584,Nolan & Vinny,6,12,0,18,6-12,0.333,2185.94,2389.92,121.44,132.77,-203.98,-11.33,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2025"",""season_id"":29821,""week"":""13"",""points"":122.42,""opponent_points"":135.24,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,155.66,125.8,29.86,29.86,true
108581,Richie,108587,Pung & Tralie,11,9,0,20,11-9,0.55,2386.1,2269.5,119.31,113.48,116.6,5.83,"{""result"":""win"",""count"":4,""label"":""W4""}","{""season"":""2025"",""season_id"":29821,""week"":""8"",""points"":104.62,""opponent_points"":103.88,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,112.7,66.98,45.72,45.72,true
108581,Richie,108588,Frank & Julian,9,7,0,16,9-7,0.563,1939.18,1839.32,121.2,114.96,99.86,6.24,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""16"",""points"":102.48,""opponent_points"":116.42,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108581,Richie,108589,Phil Baldino,5,6,0,11,5-6,0.455,1301.2,1363.7,118.29,123.97,-62.5,-5.68,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2025"",""season_id"":29821,""week"":""6"",""points"":76.34,""opponent_points"":137.36,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108581,Richie,108590,Rob & GregBo,10,9,0,19,10-9,0.526,2265.34,2164.9,119.23,113.94,100.44,5.29,"{""result"":""win"",""count"":6,""label"":""W6""}","{""season"":""2025"",""season_id"":29821,""week"":""4"",""points"":129.72,""opponent_points"":75.72,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,128.98,120.94,8.04,8.04,true
108581,Richie,108592,Chris & Dom,5,12,0,17,5-12,0.294,1955.16,2300.16,115.01,135.3,-345,-20.29,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2025"",""season_id"":29821,""week"":""10"",""points"":107,""opponent_points"":126.9,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,139.22,125.08,14.14,14.14,true
108582,John Juliano,54762,Antdell & Ernie,1,6,0,7,1-6,0.143,781.06,947.7,111.58,135.39,-166.64,-23.81,"{""result"":""loss"",""count"":6,""label"":""L6""}","{""season"":""2025"",""season_id"":29821,""week"":""4"",""points"":99.46,""opponent_points"":143.96,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108582,John Juliano,54773,Ronnie,4,3,0,7,4-3,0.571,759.4,714.84,108.49,102.12,44.56,6.37,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""16"",""points"":78,""opponent_points"":98.9,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108582,John Juliano,54774,Cambrias,0,7,0,7,0-7,0,886.3,1012.74,126.61,144.68,-126.44,-18.06,"{""result"":""loss"",""count"":7,""label"":""L7""}","{""season"":""2025"",""season_id"":29821,""week"":""13"",""points"":100.32,""opponent_points"":135.46,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108582,John Juliano,54776,Mike Long,1,3,0,4,1-3,0.25,446.36,476.06,111.59,119.02,-29.7,-7.43,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2025"",""season_id"":29821,""week"":""8"",""points"":105.42,""opponent_points"":123.98,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108582,John Juliano,54846,Team JoeBa,2,0,0,2,2-0,1,261.94,227.06,130.97,113.53,34.88,17.44,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2021"",""season_id"":16816,""week"":""14"",""points"":126.8,""opponent_points"":94.48,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108582,John Juliano,108581,Richie,5,1,0,6,5-1,0.833,897.98,673.26,149.66,112.21,224.72,37.45,"{""result"":""win"",""count"":4,""label"":""W4""}","{""season"":""2025"",""season_id"":29821,""week"":""11"",""points"":142.58,""opponent_points"":93.1,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108582,John Juliano,108584,Nolan & Vinny,5,1,0,6,5-1,0.833,752.4,669.38,125.4,111.56,83.02,13.84,"{""result"":""win"",""count"":4,""label"":""W4""}","{""season"":""2025"",""season_id"":29821,""week"":""9"",""points"":134.32,""opponent_points"":114.4,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108582,John Juliano,108587,Pung & Tralie,2,5,0,7,2-5,0.286,845.3,929.86,120.76,132.84,-84.56,-12.08,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""5"",""points"":138.42,""opponent_points"":108.98,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,101.04,127.1,-26.06,-26.06,true
108582,John Juliano,108588,Frank & Julian,3,5,0,8,3-5,0.375,841.68,824.86,105.21,103.11,16.82,2.1,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""10"",""points"":111.04,""opponent_points"":126.22,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108582,John Juliano,108589,Phil Baldino,2,7,0,9,2-7,0.222,997.64,1072.66,110.85,119.18,-75.02,-8.34,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""17"",""points"":97.58,""opponent_points"":57.8,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,141.36,167.82,-26.46,-26.46,true
108582,John Juliano,108590,Rob & GregBo,3,5,0,8,3-5,0.375,1012.92,1035.32,126.62,129.42,-22.4,-2.8,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2025"",""season_id"":29821,""week"":""7"",""points"":123.16,""opponent_points"":134.98,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,138.58,150.12,-11.54,-11.54,true
108582,John Juliano,108592,Chris & Dom,6,5,0,11,6-5,0.545,1479.46,1473.64,134.5,133.97,5.82,0.53,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""12"",""points"":93.72,""opponent_points"":148.26,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",2-0,2,2,0,0,147.86,118.12,59.48,29.74,true
108584,Nolan & Vinny,54762,Antdell & Ernie,11,10,0,21,11-10,0.524,2653.5,2485.92,126.36,118.38,167.58,7.98,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2025"",""season_id"":29821,""week"":""15"",""points"":91.8,""opponent_points"":149.66,""result"":""loss"",""is_playoff"":true,""is_championship"":false}",1-1,2,1,1,0,102.27,126.13,-47.72,-23.86,true
108584,Nolan & Vinny,54773,Ronnie,8,11,0,19,8-11,0.421,2325.42,2428.16,122.39,127.8,-102.74,-5.41,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""11"",""points"":100.04,""opponent_points"":106.2,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-2,2,0,2,0,99.45,123.64,-48.38,-24.19,true
108584,Nolan & Vinny,54774,Cambrias,10,10,0,20,10-10,0.5,2664.1,2791.72,133.21,139.59,-127.62,-6.38,"{""result"":""loss"",""count"":2,""label"":""L2""}","{""season"":""2025"",""season_id"":29821,""week"":""5"",""points"":111.82,""opponent_points"":123.6,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,120.15,101.1,38.1,19.05,true
108584,Nolan & Vinny,54776,Mike Long,5,2,0,7,5-2,0.714,987.16,766.98,141.02,109.57,220.18,31.45,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""12"",""points"":119.58,""opponent_points"":87.94,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,94.1,107.7,-13.6,-13.6,true
108584,Nolan & Vinny,54846,Team JoeBa,4,7,0,11,4-7,0.364,1487.72,1387.44,135.25,126.13,100.28,9.12,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2021"",""season_id"":16816,""week"":""4"",""points"":137.78,""opponent_points"":88.54,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108584,Nolan & Vinny,54850,LFTLR,10,2,0,12,10-2,0.833,1433.48,1096.42,119.46,91.37,337.06,28.09,"{""result"":""win"",""count"":4,""label"":""W4""}","{""season"":""2020"",""season_id"":16817,""week"":""9"",""points"":89.7,""opponent_points"":72.24,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108584,Nolan & Vinny,54855,GaTTa,2,3,0,5,2-3,0.4,510.68,583.46,102.14,116.69,-72.78,-14.56,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2016"",""season_id"":16821,""week"":""15"",""points"":101.54,""opponent_points"":88.98,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,67.72,163.56,-95.84,-95.84,true
108584,Nolan & Vinny,108581,Richie,12,6,0,18,12-6,0.667,2389.92,2185.94,132.77,121.44,203.98,11.33,"{""result"":""win"",""count"":4,""label"":""W4""}","{""season"":""2025"",""season_id"":29821,""week"":""13"",""points"":135.24,""opponent_points"":122.42,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,125.8,155.66,-29.86,-29.86,true
108584,Nolan & Vinny,108582,John Juliano,1,5,0,6,1-5,0.167,669.38,752.4,111.56,125.4,-83.02,-13.84,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2025"",""season_id"":29821,""week"":""9"",""points"":114.4,""opponent_points"":134.32,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108584,Nolan & Vinny,108587,Pung & Tralie,9,5,0,14,9-5,0.643,1745.26,1525.52,124.66,108.97,219.74,15.7,"{""result"":""win"",""count"":5,""label"":""W5""}","{""season"":""2025"",""season_id"":29821,""week"":""6"",""points"":136.88,""opponent_points"":90.58,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108584,Nolan & Vinny,108588,Frank & Julian,7,12,0,19,7-12,0.368,2062.02,2206.84,108.53,116.15,-144.82,-7.62,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2025"",""season_id"":29821,""week"":""14"",""points"":118.66,""opponent_points"":129.02,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,119.64,134.42,-14.78,-14.78,true
108584,Nolan & Vinny,108589,Phil Baldino,3,8,0,11,3-8,0.273,1285.66,1406.26,116.88,127.84,-120.6,-10.96,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""4"",""points"":115.4,""opponent_points"":111.38,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-2,2,0,2,0,114.7,144.04,-58.68,-29.34,true
108584,Nolan & Vinny,108590,Rob & GregBo,12,10,0,22,12-10,0.545,2680.42,2555.32,121.84,116.15,125.1,5.69,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""10"",""points"":117.3,""opponent_points"":123.6,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,130.92,94.7,36.22,36.22,true
108584,Nolan & Vinny,108592,Chris & Dom,6,10,0,16,6-10,0.375,1884.84,2059.24,117.8,128.7,-174.4,-10.9,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""16"",""points"":127.06,""opponent_points"":184.4,""result"":""loss"",""is_playoff"":true,""is_championship"":false}",0-2,2,0,2,0,108.67,186.24,-155.14,-77.57,true
108587,Pung & Tralie,54762,Antdell & Ernie,11,5,0,16,11-5,0.688,2103.5,1874.72,131.47,117.17,228.78,14.3,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""12"",""points"":130.06,""opponent_points"":118.56,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108587,Pung & Tralie,54773,Ronnie,7,15,0,22,7-15,0.318,2566.86,2822.14,116.68,128.28,-255.28,-11.6,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2025"",""season_id"":29821,""week"":""17"",""points"":88.4,""opponent_points"":80.68,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,132.2,134.05,-3.7,-1.85,true
108587,Pung & Tralie,54774,Cambrias,7,11,0,18,7-11,0.389,2196.94,2455.96,122.05,136.44,-259.02,-14.39,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2025"",""season_id"":29821,""week"":""11"",""points"":94.62,""opponent_points"":115.56,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108587,Pung & Tralie,54776,Mike Long,3,3,0,6,3-3,0.5,750.74,635.5,125.12,105.92,115.24,19.21,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""7"",""points"":115.42,""opponent_points"":133.82,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108587,Pung & Tralie,54846,Team JoeBa,4,4,0,8,4-4,0.5,953.5,915.32,119.19,114.42,38.18,4.77,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2021"",""season_id"":16816,""week"":""5"",""points"":155.98,""opponent_points"":207.38,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108587,Pung & Tralie,54850,LFTLR,8,5,0,13,8-5,0.615,1742.7,1584,134.05,121.85,158.7,12.21,"{""result"":""win"",""count"":1,""label"":""W1""}","{""season"":""2020"",""season_id"":16817,""week"":""10"",""points"":119.28,""opponent_points"":80.22,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,150.48,121.44,29.04,29.04,true
108587,Pung & Tralie,54855,GaTTa,2,4,0,6,2-4,0.333,637.36,702.16,106.23,117.03,-64.8,-10.8,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2016"",""season_id"":16821,""week"":""9"",""points"":77.96,""opponent_points"":139.08,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,100.5,143.76,-43.26,-43.26,true
108587,Pung & Tralie,108581,Richie,9,11,0,20,9-11,0.45,2269.5,2386.1,113.48,119.31,-116.6,-5.83,"{""result"":""loss"",""count"":4,""label"":""L4""}","{""season"":""2025"",""season_id"":29821,""week"":""8"",""points"":103.88,""opponent_points"":104.62,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,66.98,112.7,-45.72,-45.72,true
108587,Pung & Tralie,108582,John Juliano,5,2,0,7,5-2,0.714,929.86,845.3,132.84,120.76,84.56,12.08,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""5"",""points"":108.98,""opponent_points"":138.42,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,127.1,101.04,26.06,26.06,true
108587,Pung & Tralie,108584,Nolan & Vinny,5,9,0,14,5-9,0.357,1525.52,1745.26,108.97,124.66,-219.74,-15.7,"{""result"":""loss"",""count"":5,""label"":""L5""}","{""season"":""2025"",""season_id"":29821,""week"":""6"",""points"":90.58,""opponent_points"":136.88,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-0,0,0,0,0,0,0,0,0,true
108587,Pung & Tralie,108588,Frank & Julian,12,6,0,18,12-6,0.667,2347.84,2190.3,130.44,121.68,157.54,8.75,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""9"",""points"":134.68,""opponent_points"":126.32,""result"":""win"",""is_playoff"":false,""is_championship"":false}",1-0,1,1,0,0,132.66,116.76,15.9,15.9,true
108587,Pung & Tralie,108589,Phil Baldino,6,7,0,13,6-7,0.462,1582.52,1536.26,121.73,118.17,46.26,3.56,"{""result"":""win"",""count"":2,""label"":""W2""}","{""season"":""2025"",""season_id"":29821,""week"":""16"",""points"":105,""opponent_points"":61.64,""result"":""win"",""is_playoff"":false,""is_championship"":false}",0-1,1,0,1,0,100.76,135.9,-35.14,-35.14,true
108587,Pung & Tralie,108590,Rob & GregBo,12,13,0,25,12-13,0.48,2971.42,3102.32,118.86,124.09,-130.9,-5.24,"{""result"":""loss"",""count"":3,""label"":""L3""}","{""season"":""2025"",""season_id"":29821,""week"":""13"",""points"":75.84,""opponent_points"":138.78,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",1-1,2,1,1,0,114.97,135.35,-40.76,-20.38,true
108587,Pung & Tralie,108592,Chris & Dom,7,10,0,17,7-10,0.412,2054.66,2045.02,120.86,120.3,9.64,0.57,"{""result"":""loss"",""count"":1,""label"":""L1""}","{""season"":""2025"",""season_id"":29821,""week"":""4"",""points"":115.28,""opponent_points"":187.3,""result"":""loss"",""is_playoff"":false,""is_championship"":false}",0-2,2,0,2,0,113.61,128.45,-29.68,-14.84,true
